state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,number_of_polling_units,submitted_results,polling_station_status,ward_url
IMO,166094,176846,AHIAZU MBAISE,NNARAMBIA (Ward: 04) - IMO,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09af9
IMO,166094,176846,AHIAZU MBAISE,OKIRIKA NWENKWO (Ward: 05) - IMO,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09afa
IMO,166094,176846,AHIAZU MBAISE,AMUZI/IHENWORIE (Ward: 06) - IMO,28,28.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09afb
IMO,166094,176846,AHIAZU MBAISE,OKIRIKA NWEKE (Ward: 07) - IMO,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09afc
IMO,166094,176846,AHIAZU MBAISE,OBOHIA/EKWEREAZU (Ward: 08) - IMO,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09afd
IMO,166094,176846,AHIAZU MBAISE,MPAM (Ward: 09) - IMO,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09afe
IMO,166094,176846,AHIAZU MBAISE,OPARANADIM (Ward: 10) - IMO,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c308f77bb3acad09aff
IMO,166094,176846,AHIAZU MBAISE,UMUNUMO/UMUCHIEZE (Ward: 11) - IMO,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c318f77bb3acad09b00
IMO,166094,176846,AHIAZU MBAISE,OGBOR/UMUEZE (Ward: 12) - IMO,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e5/ward/5f0f3c318f77bb3acad09b01
IMO,166094,176846,IDEATO SOUTH,AMANATOR/UMUESHI (Ward: 01) - IMO,17,15.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b27
IMO,166094,176846,IDEATO SOUTH,DIKENAFAI (Ward: 02) - IMO,12,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b28
IMO,166094,176846,IDEATO SOUTH,ISIEKENESI I (Ward: 03) - IMO,12,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b29
IMO,166094,176846,IDEATO SOUTH,ISIEKENESI II (Ward: 04) - IMO,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b2a
IMO,166094,176846,IDEATO SOUTH,NTUEKE (Ward: 05) - IMO,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b2b
IMO,166094,176846,IDEATO SOUTH,UGBELLE (Ward: 06) - IMO,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b2c
IMO,166094,176846,IDEATO SOUTH,OBIOHIA (Ward: 07) - IMO,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c398f77bb3acad09b2d
IMO,166094,176846,IDEATO SOUTH,OGBOKO I (Ward: 08) - IMO,9,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c3a8f77bb3acad09b2e
IMO,166094,176846,IDEATO SOUTH,OGBOKO II (Ward: 09) - IMO,7,5.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c3a8f77bb3acad09b2f
IMO,166094,176846,IDEATO SOUTH,UMUAKAM/UMUAGO (Ward: 10) - IMO,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c3a8f77bb3acad09b30
IMO,166094,176846,IDEATO SOUTH,UMUCHIMA (Ward: 11) - IMO,6,6.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c3a8f77bb3acad09b31
IMO,166094,176846,IDEATO SOUTH,UMUMA ISIAKU (Ward: 12) - IMO,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c3a8f77bb3acad09b32
IMO,166094,176846,IDEATO SOUTH,UMUOBOM (Ward: 13) - IMO,28,28.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1e9/ward/5f0f3c3a8f77bb3acad09b33
IMO,166094,176846,IKEDURU (IHO),AKABO (Ward: 01) - IMO,22,21.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3c8f77bb3acad09b3e
IMO,166094,176846,IKEDURU (IHO),AMATTA (Ward: 02) - IMO,8,6.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3c8f77bb3acad09b3f
IMO,166094,176846,IKEDURU (IHO),IHO (Ward: 03) - IMO,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3c8f77bb3acad09b40
IMO,166094,176846,IKEDURU (IHO),INYISHI/UMUDIM (Ward: 04) - IMO,24,24.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3c8f77bb3acad09b41
IMO,166094,176846,IKEDURU (IHO),AMAIMO (Ward: 05) - IMO,26,26.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3c8f77bb3acad09b42
IMO,166094,176846,IKEDURU (IHO),AMAKOHIA (Ward: 06) - IMO,14,12.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b43
IMO,166094,176846,IKEDURU (IHO),AVUVU (Ward: 07) - IMO,13,4.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b44
IMO,166094,176846,IKEDURU (IHO),ATTA I (Ward: 08) - IMO,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b45
IMO,166094,176846,IKEDURU (IHO),ATTA II (Ward: 09) - IMO,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b46
IMO,166094,176846,IKEDURU (IHO),UGIRIKE / OKWU / EZIAMA (Ward: 10) - IMO,21,20.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b47
IMO,166094,176846,IKEDURU (IHO),NGUGO/IKEMBARA (Ward: 11) - IMO,20,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b48
IMO,166094,176846,IKEDURU (IHO),UZOAGBA (Ward: 12) - IMO,30,30.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398e4d89fc3a883de1eb/ward/5f0f3c3d8f77bb3acad09b49
IMO,166094,176846,ABOH MBAISE,ENYIOGUGU (Ward: 01) - IMO,33,21.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2d8f77bb3acad09aea
IMO,166094,176846,ABOH MBAISE,NGURU-AHIATO (Ward: 02) - IMO,18,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09aeb
IMO,166094,176846,ABOH MBAISE,NGURU-NWENKWO (Ward: 03) - IMO,23,22.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09aec
IMO,166094,176846,ABOH MBAISE,NGURU-NWEKE (Ward: 04) - IMO,28,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09aed
IMO,166094,176846,ABOH MBAISE,MBUTU (Ward: 05) - IMO,22,13.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09aee
IMO,166094,176846,ABOH MBAISE,UVURU 1 (Ward: 06) - IMO,14,2.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09aef
IMO,166094,176846,ABOH MBAISE,UVURU II (Ward: 07) - IMO,12,1.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09af0
IMO,166094,176846,ABOH MBAISE,LORJI (Ward: 08) - IMO,8,,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2e8f77bb3acad09af1
IMO,166094,176846,ABOH MBAISE,AMUZU (Ward: 09) - IMO,16,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2f8f77bb3acad09af2
IMO,166094,176846,ABOH MBAISE,UMUHU (Ward: 10) - IMO,12,5.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2f8f77bb3acad09af3
IMO,166094,176846,ABOH MBAISE,LAGWA (Ward: 11) - IMO,12,8.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2f8f77bb3acad09af4
IMO,166094,176846,ABOH MBAISE,IBEKU (Ward: 12) - IMO,14,5.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e4/ward/5f0f3c2f8f77bb3acad09af5
IMO,166094,176846,EZINIHITTE MBAISE,AMUMARA (Ward: 01) - IMO,13,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c358f77bb3acad09b0d
IMO,166094,176846,EZINIHITTE MBAISE,ITU (Ward: 02) - IMO,12,10.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c358f77bb3acad09b0e
IMO,166094,176846,EZINIHITTE MBAISE,OKPOFE / EZEAGBOGU (Ward: 03) - IMO,21,15.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c358f77bb3acad09b0f
IMO,166094,176846,EZINIHITTE MBAISE,ONICHA I (Ward: 04) - IMO,8,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c358f77bb3acad09b10
IMO,166094,176846,EZINIHITTE MBAISE,ONICHA II (Ward: 05) - IMO,11,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c358f77bb3acad09b11
IMO,166094,176846,EZINIHITTE MBAISE,ONICHA III (Ward: 06) - IMO,9,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b12
IMO,166094,176846,EZINIHITTE MBAISE,ONICHA IV (Ward: 07) - IMO,7,3.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b13
IMO,166094,176846,EZINIHITTE MBAISE,EZIUDO (Ward: 08) - IMO,18,17.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b14
IMO,166094,176846,EZINIHITTE MBAISE,UDO-NA-OBIZI (Ward: 09) - IMO,17,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b15
IMO,166094,176846,EZINIHITTE MBAISE,IHITTE (Ward: 10) - IMO,18,7.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b16
IMO,166094,176846,EZINIHITTE MBAISE,OBOAMA/UMUNAMA (Ward: 11) - IMO,16,,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b17
IMO,166094,176846,EZINIHITTE MBAISE,CHOKONEZE/AKPODIM/IFE (Ward: 12) - IMO,25,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398d4d89fc3a883de1e7/ward/5f0f3c368f77bb3acad09b18
JIGAWA,166094,176846,GARKI,BUDURU (Ward: 01) - JIGAWA,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c648f77bb3acad09c5b
JIGAWA,166094,176846,GARKI,DOKO (Ward: 02) - JIGAWA,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c648f77bb3acad09c5c
JIGAWA,166094,176846,GARKI,GARKI (Ward: 03) - JIGAWA,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c648f77bb3acad09c5d
JIGAWA,166094,176846,GARKI,GWARZON GARKI (Ward: 04) - JIGAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c648f77bb3acad09c5e
JIGAWA,166094,176846,GARKI,JIRIMA (Ward: 05) - JIGAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c648f77bb3acad09c5f
JIGAWA,166094,176846,GARKI,KANYA (Ward: 06) - JIGAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c648f77bb3acad09c60
JIGAWA,166094,176846,GARKI,KARGO (Ward: 07) - JIGAWA,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c658f77bb3acad09c61
JIGAWA,166094,176846,GARKI,KORE (Ward: 08) - JIGAWA,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c658f77bb3acad09c62
JIGAWA,166094,176846,GARKI,MUKU (Ward: 09) - JIGAWA,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c658f77bb3acad09c63
JIGAWA,166094,176846,GARKI,RAFIN MARKE (Ward: 10) - JIGAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c658f77bb3acad09c64
JIGAWA,166094,176846,GARKI,SIYORI (Ward: 11) - JIGAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de205/ward/5f0f3c658f77bb3acad09c65
JIGAWA,166094,176846,BIRNIN KUDU,BIRNIN KUDU (Ward: 01) - JIGAWA,52,50.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5e8f77bb3acad09c30
JIGAWA,166094,176846,BIRNIN KUDU,KANGIRE (Ward: 02) - JIGAWA,33,30.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5e8f77bb3acad09c31
JIGAWA,166094,176846,BIRNIN KUDU,KANTOGA (Ward: 03) - JIGAWA,32,31.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5e8f77bb3acad09c32
JIGAWA,166094,176846,BIRNIN KUDU,KIYAKO (Ward: 04) - JIGAWA,27,25.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5e8f77bb3acad09c33
JIGAWA,166094,176846,BIRNIN KUDU,KWANGWARA (Ward: 05) - JIGAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5e8f77bb3acad09c34
JIGAWA,166094,176846,BIRNIN KUDU,LAFIYA (Ward: 06) - JIGAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5f8f77bb3acad09c35
JIGAWA,166094,176846,BIRNIN KUDU,SUNDIMINA (Ward: 07) - JIGAWA,34,32.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5f8f77bb3acad09c36
JIGAWA,166094,176846,BIRNIN KUDU,SURKO (Ward: 08) - JIGAWA,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5f8f77bb3acad09c37
JIGAWA,166094,176846,BIRNIN KUDU,"UNGUWAR""YA (Ward: 09) - JIGAWA",20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5f8f77bb3acad09c38
JIGAWA,166094,176846,BIRNIN KUDU,WURNO (Ward: 10) - JIGAWA,42,41.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5f8f77bb3acad09c39
JIGAWA,166094,176846,BIRNIN KUDU,YALWAN DAMAI (Ward: 11) - JIGAWA,32,,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de201/ward/5f0f3c5f8f77bb3acad09c3a
JIGAWA,166094,176846,BIRNIWA,BATU (Ward: 01) - JIGAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c5f8f77bb3acad09c3b
JIGAWA,166094,176846,BIRNIWA,BIRNIWA (Ward: 02) - JIGAWA,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c5f8f77bb3acad09c3c
JIGAWA,166094,176846,BIRNIWA,DANGWALERI (Ward: 03) - JIGAWA,11,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c3d
JIGAWA,166094,176846,BIRNIWA,DIGINSA (Ward: 04) - JIGAWA,17,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c3e
JIGAWA,166094,176846,BIRNIWA,FAGI (Ward: 05) - JIGAWA,10,9.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c3f
JIGAWA,166094,176846,BIRNIWA,KACHALLARI (Ward: 06) - JIGAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c40
JIGAWA,166094,176846,BIRNIWA,KARANKA (Ward: 07) - JIGAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c41
JIGAWA,166094,176846,BIRNIWA,KAZURA (Ward: 08) - JIGAWA,15,14.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c42
JIGAWA,166094,176846,BIRNIWA,MACHINAMARI (Ward: 09) - JIGAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c608f77bb3acad09c43
JIGAWA,166094,176846,BIRNIWA,MATAMU (Ward: 10) - JIGAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c618f77bb3acad09c44
JIGAWA,166094,176846,BIRNIWA,NGUWA (Ward: 11) - JIGAWA,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de202/ward/5f0f3c618f77bb3acad09c45
JIGAWA,166094,176846,BABURA,BABURA (Ward: 01) - JIGAWA,34,34.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5c8f77bb3acad09c25
JIGAWA,166094,176846,BABURA,BATALI (Ward: 02) - JIGAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c26
JIGAWA,166094,176846,BABURA,DORAWA (Ward: 03) - JIGAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c27
JIGAWA,166094,176846,BABURA,GARU (Ward: 04) - JIGAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c28
JIGAWA,166094,176846,BABURA,GASAKOLI (Ward: 05) - JIGAWA,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c29
JIGAWA,166094,176846,BABURA,INSHARUWA (Ward: 06) - JIGAWA,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c2a
JIGAWA,166094,176846,BABURA,JIGAWA (Ward: 07) - JIGAWA,30,30.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c2b
JIGAWA,166094,176846,BABURA,KANYA (Ward: 08) - JIGAWA,28,28.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5d8f77bb3acad09c2c
JIGAWA,166094,176846,BABURA,KUZUNZUMI (Ward: 09) - JIGAWA,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5e8f77bb3acad09c2d
JIGAWA,166094,176846,BABURA,KYAMBO (Ward: 10) - JIGAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5e8f77bb3acad09c2e
JIGAWA,166094,176846,BABURA,TAKWASA (Ward: 11) - JIGAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de200/ward/5f0f3c5e8f77bb3acad09c2f
JIGAWA,166094,176846,GAGARAWA,GAGARAWA GARI (Ward: 01) - JIGAWA,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de206/ward/5f0f3c658f77bb3acad09c66
JIGAWA,166094,176846,GAGARAWA,GAGARAWA TASHA (Ward: 02) - JIGAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f398f4d89fc3a883de206/ward/5f0f3c658f77bb3acad09c67
