state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,pu_sub_name,polling_units_count,pu_code
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,COMM. PRI. SCH. NORGBENE I (TORU QTRS),23,06/02/07/020
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,OPEN SPACE ABUKOEGEDE,23,06/02/07/019
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,OFURUGEDE PLAY GROUND,23,06/02/07/018
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,OPEN SPACE AZAGBENE,23,06/02/07/017
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,FEREMAMS TOWN HALL,23,06/02/07/016
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,PERETU EGEDE SQUARE,23,06/02/07/015
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,BEAUTIFUL GATE SQUARE,23,06/02/07/014
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,TARAIZA QTRS,23,06/02/07/013
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,AZAGBOWARE SQUARE,23,06/02/07/012
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,OROGBENE SEC SCHOOL,23,06/02/07/011
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,OMION-WARE SQ,23,06/02/07/010
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,DIBE/APEDE-EGBA EGEDE SQUARE,23,06/02/07/009
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,AZAGBENE SQUARE,23,06/02/07/008
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,ENIEDEDUMU/TARAIZA PRI. SCH.,23,06/02/07/007
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,NURGBENA/APODOBIA,23,06/02/07/006
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,ABUKO EGEDE SQUARE,23,06/02/07/005
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,CLARK-GBERE SQUARE,23,06/02/07/004
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,OFURU EGEDE SQUARE,23,06/02/07/003
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,SAGBA EGEDE SEC. SCHOOL,23,06/02/07/002
BAYELSA,164279,176846,EKEREMOR,OPOROMOR II,BOLOU EGEDE PRIMARY SCHOOL,23,06/02/07/001
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,EBIKEMEGBENE QTRS,24,06/02/06/008
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,TOWN HALL BOMOBIRI,24,06/02/06/021
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,OPEN SPACE EBIKEMEGBENE,24,06/02/06/024
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,OPEN SPACE ZION QTRS,24,06/02/06/023
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,TARAKENEGBENE QTRS II,24,06/02/06/022
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,BOMOBIRI QTRS II,24,06/02/06/018
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,ENDUKEWARE QTRS II,24,06/02/06/014
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,BOZIMOWARE QTRS,24,06/02/06/016
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,AKPOBOUGBENE QTRS,24,06/02/06/017
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,AWIPIWARE ATRS,24,06/02/06/015
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,AFANTAN QTRS,24,06/02/06/010
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,OTONGBOBIRI,24,06/02/06/009
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,TARAKENEGBENE QTRS,24,06/02/06/007
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,ST. JULU ZION QTRS,24,06/02/06/006
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,BOMOBIRI QTRS,24,06/02/06/005
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,DADIWARE QTRS,24,06/02/06/003
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,TUGBENUE QTRS,24,06/02/06/002
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,OGEGE WARE QTRS,24,06/02/06/004
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,AMAIKA ZION QTRS,24,06/02/06/012
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,ENIEHAWARE QTRS I,24,06/02/06/013
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,ZION QTRS,24,06/02/06/011
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,BOLOUGBENE SQUARE,24,06/02/06/001
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,OTONGBOBIRI II,24,06/02/06/019
BAYELSA,164279,176846,EKEREMOR,OPOROMOR I,OTONGBOGBENE III,24,06/02/06/020
BAYELSA,164279,176846,BRASS,KONGHO,"COMMUNITY PRI. SCHOOL I (CPS), OMBOKO-AMA",16,06/01/07/016
BAYELSA,164279,176846,BRASS,KONGHO,POKU POLO OPEN SPACE,16,06/01/07/015
BAYELSA,164279,176846,BRASS,KONGHO,IBITIMI POLO OPEN SPACE,16,06/01/07/014
BAYELSA,164279,176846,BRASS,KONGHO,IHONOGBENE OPEN SPACE,16,06/01/07/013
BAYELSA,164279,176846,BRASS,KONGHO,INGONABO COMPOUND OPEN SPACE,16,06/01/07/012
BAYELSA,164279,176846,BRASS,KONGHO,BUOAMA OPEN SPACE,16,06/01/07/011
BAYELSA,164279,176846,BRASS,KONGHO,OMBUKOROGHA POLO OPEN SPACE,16,06/01/07/010
BAYELSA,164279,176846,BRASS,KONGHO,G.S.S. AKASS COMMUNITY HALL,16,06/01/07/009
BAYELSA,164279,176846,BRASS,KONGHO,IKWAKIRI SCHOOL BUILDING,16,06/01/07/008
BAYELSA,164279,176846,BRASS,KONGHO,YABIE OPEN SPACE,16,06/01/07/007
BAYELSA,164279,176846,BRASS,KONGHO,ABAZIGBENE OPEN SPACE,16,06/01/07/006
BAYELSA,164279,176846,BRASS,KONGHO,KOTIKIRI OPEN SPACE,16,06/01/07/005
BAYELSA,164279,176846,BRASS,KONGHO,OGBOKIRI OPEN SPACE,16,06/01/07/004
BAYELSA,164279,176846,BRASS,KONGHO,B C M OPEN SPACE,16,06/01/07/003
BAYELSA,164279,176846,BRASS,KONGHO,HRM PALACE KONGINO OPEN SPACE,16,06/01/07/002
BAYELSA,164279,176846,BRASS,KONGHO,EREWEIBIE COMMUNITY HALL,16,06/01/07/001
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"HOLY LAND, IGBAGELE",21,06/01/06/020
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"OPU POLO TIKIRI, OPEN SPACE",21,06/01/06/018
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"OGBOPOLO, OPEN SPACE",21,06/01/06/016
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"BUDUDIE, OPEN SPACE",21,06/01/06/015
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,DIOPOLO OPEN SPACE,21,06/01/06/014
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"LIAMA - OGBO, OPEN SPACE",21,06/01/06/012
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"JOWEIKIRI, OPEN SPACE",21,06/01/06/010
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"GBENE,  OPEN SPACE",21,06/01/06/008
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"EGEREGERE, OPEN SPACE",21,06/01/06/006
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"MKT. SQUARE, EGWEAMA",21,06/01/06/005
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"WAGITIA, OPEN SPACE",21,06/01/06/004
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"TOWN HALL, EGWEAMA",21,06/01/06/003
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"STATE SCHOOL, EGWEAMA",21,06/01/06/001
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"IKPIRIKIRIPOLO, IGBAGELE",21,06/01/06/021
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"IGBAGELE SECONDARY SCH, IGBAGELE",21,06/01/06/017
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"EGWEAMA -OGBO, OPEN SPACE",21,06/01/06/007
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"BRUTUS COMPOUND, IGBAGELE",21,06/01/06/019
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"OPEN SPACE, EGWEAMA",21,06/01/06/002
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"POTAKOTIKIRI, OPEN SPACE",21,06/01/06/009
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"SIKOKODU, OPEN SPACE",21,06/01/06/013
BAYELSA,164279,176846,BRASS,CAPE FARMOSA,"STATE SCHOOL, LIAMA",21,06/01/06/011
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,AMATEBE PRIMARY SCHOOL.,10,06/02/05/009
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,ADUKU AMS QTRS,10,06/02/05/008
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,C.P.S OGBOSUWARE QTRS,10,06/02/05/007
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,OGBOSUWARE PRIMARY SCHOOL,10,06/02/05/006
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,KUNOLE PRIMARY SCHOOL,10,06/02/05/005
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,AKATOMU/ADAGBABIRI PRIMARY SCHOOL,10,06/02/05/004
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,OFONIWAREGBENE SQUARE,10,06/02/05/003
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,EBIAMA QTRS,10,06/02/05/002
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,LALAGBENE PRIMARY SCHOOL,10,06/02/05/001
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI IV,OPEN SPACE TENBIRI,10,06/02/05/010
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,AKEYAGBENE/KURUBOUGBENE,9,06/02/04/009
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,AYOKOROGBENE/TIKIGBENE SQUARE,9,06/02/04/008
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,KONFAGBENE/NENIEZION QTRS,9,06/02/04/007
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,AGADA SQUARE,9,06/02/04/006
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,TIETIEGBENE QTRS,9,06/02/04/005
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,AGBOGIDI DUDU SQUARE,9,06/02/04/004
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,OGBOLOSERIGBENE PRIMARY SCHOOL,9,06/02/04/003
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,EBIDESEIGHABOFA PRIMARY SCHOOL,9,06/02/04/002
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI III,KANREN/OMGBONTU,9,06/02/04/001
BAYELSA,164279,176846,BRASS,OKPOAMA,TOKIN HALL OPEN SPACE,17,06/01/04/015
BAYELSA,164279,176846,BRASS,OKPOAMA,DUKUMA TUBU OPEN SPACE,17,06/01/04/012
BAYELSA,164279,176846,BRASS,OKPOAMA,ORUKUMO POLO OPEN SPACE,17,06/01/04/003
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,ELEMUAMA DIEMA OPEN SPACE,19,06/01/05/005
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,FLORIA OPEN SPACE,19,06/01/05/019
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,IMGBELA KIRI OPEN SPACE,19,06/01/05/018
BAYELSA,164279,176846,BRASS,OKPOAMA,TOWN HALL - TOWN HALL,17,06/01/04/007
BAYELSA,164279,176846,BRASS,OKPOAMA,ISELE - AMA OPEN SPACE,17,06/01/04/005
BAYELSA,164279,176846,BRASS,OKPOAMA,GBANA POLO OPEN SPACE,17,06/01/04/009
BAYELSA,164279,176846,BRASS,OKPOAMA,SEASIDE KIRI OPEN SPACE,17,06/01/04/010
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,DABASA OPEN SPACE,19,06/01/05/016
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,OKOLO/KOLOLO SQUARE,19,06/01/05/015
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,OYANKIA OPEN SPACE,19,06/01/05/014
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,OWUBIO OPEN SPACE,19,06/01/05/013
BAYELSA,164279,176846,BRASS,OKPOAMA,S.S. OKPOAMA SCHOOL BUIKDING,17,06/01/04/002
BAYELSA,164279,176846,BRASS,OKPOAMA,OGBO - POLO CENTRAL OPEN SPACE,17,06/01/04/011
BAYELSA,164279,176846,BRASS,OKPOAMA,G.S..S OKPOAMA OPEN SPACE,17,06/01/04/006
BAYELSA,164279,176846,BRASS,OKPOAMA,JONISONIYAIKIRI OPEN SPACE,17,06/01/04/014
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,S.S.. ODIOMA OPEN SPACE,19,06/01/05/012
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,C.S.S. ODIOMA OPEN SPACE,19,06/01/05/011
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,AKABELEU COMMUNITY HALL,19,06/01/05/010
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,S.S. IBIDI SCHOOL BUILDING,19,06/01/05/009
BAYELSA,164279,176846,BRASS,OKPOAMA,AGUMA POLO OPEN SPACE,17,06/01/04/001
BAYELSA,164279,176846,BRASS,OKPOAMA,ABADI POLO OPEN SPACE,17,06/01/04/016
BAYELSA,164279,176846,BRASS,OKPOAMA,OPU-POLO OPEN SPACE,17,06/01/04/013
BAYELSA,164279,176846,BRASS,OKPOAMA,OPU - POLO NORTH OPEN SPACE,17,06/01/04/008
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,ADUMU - AMA - COMMUNITY HALL,19,06/01/05/008
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,OGONO POLO OPEN SPACE,19,06/01/05/007
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,BELEU POLO DIEMA OPEN SPACE,19,06/01/05/006
BAYELSA,164279,176846,BRASS,OKPOAMA,DUKURAKU CENTRAL OPEN SPACE,17,06/01/04/004
BAYELSA,164279,176846,BRASS,OKPOAMA,GANYE POLO OPEN SPACE,17,06/01/04/017
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,DIEMA SEASIDE OPEN SPACE,19,06/01/05/004
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,IKEI DIEMA OPEN SPACE,19,06/01/05/003
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,OTOKOLO KIRI OPEN SPACE,19,06/01/05/002
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,OGBO-POLO COMMUNITY HALL,19,06/01/05/001
BAYELSA,164279,176846,BRASS,ODIOMA/DIEMA,ODIOMA CREEK FLOW STATION,19,06/01/05/017
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,WALTER KIRI OPEN SPACE,13,06/01/03/013
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,EG-EIN KIRI OPEN SPACE,13,06/01/03/012
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,GOLD COAST COMMUNITY HALL,13,06/01/03/011
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,JOSHUA POLO-FANTUO - OPEN SPACE,13,06/01/03/010
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,OPU-POLOTRI OPEN SPACE,13,06/01/03/009
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,KUROGBAGBA OPEN SPACE,13,06/01/03/008
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,OPOURUBOU COMMUNITY HALL,13,06/01/03/007
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,COMMUNITY MARKET ALEIBIRI,14,06/02/03/014
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,OPEN SPACE FOUBIRIAMA,14,06/02/03/013
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,OPEN SPACE AKPENZIAMA,14,06/02/03/012
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,FOUBIRI II / AKKPEITU,14,06/02/03/011
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,DIRIKIRI SCHOOL BUILDING,13,06/01/03/006
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,ITI-KIRI OPEN SPACE,13,06/01/03/004
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,JOHN POLO OPEN SPACE,13,06/01/03/003
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,SIERI POLO COMMUNITY HALL,13,06/01/03/001
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,FOUBIRI I COMPOUND,14,06/02/03/010
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,TEKEWARE SQUARE,14,06/02/03/009
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,AMAKUBUWARE SQUARE,14,06/02/03/008
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,EKPARIBAGHA,14,06/02/03/007
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,SIERI POLO OPEN SPACE,13,06/01/03/002
BAYELSA,164279,176846,BRASS,EWOAMA/FANTUO,POWGU POLO OPEN SPACE,13,06/01/03/005
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,AMBALABAWARE COMPOUND,14,06/02/03/006
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,ABOGBAIWARE SQUARE,14,06/02/03/005
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,DEIS WARE SQUARE,14,06/02/03/004
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,EDEDEWARE SQUARE,14,06/02/03/003
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,KEREWARE SQUARE,14,06/02/03/002
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI II,MEDEWARE SQUARE,14,06/02/03/001
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,FEIDEIWARE SQUARE,15,06/02/02/003
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,RIDONKUMOWARE SQUARE,15,06/02/02/008
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,OPEN SPACE ATENTUA,15,06/02/02/013
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,YEIDIRODEWARE PRI. SCH,15,06/02/02/005
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,GAGARAWARE SQUARE,15,06/02/02/010
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,OPEN SPACE FEIDEIWARE ALEIBIRI,15,06/02/02/015
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,KALATUWARE COMPOUND,15,06/02/02/001
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,OGBOSUWARE PRI. SCH.,15,06/02/02/006
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,ATENTUAWARE SQUARE,15,06/02/02/004
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,BOUMOWARE,15,06/02/02/009
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,PRIETE/DIUNBO PRIMARY SCHOOL,15,06/02/02/011
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,OPEN SPACE OLOTUWARE,15,06/02/02/014
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,OLOLUWARE SQUARE,15,06/02/02/002
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,MAINWARE SQUARE,15,06/02/02/007
BAYELSA,164279,176846,EKEREMOR,OYIAKIRI I,AYANABIRI SQUARE,15,06/02/02/012
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,ZIDEWARE ZIDE QTRS,21,06/02/01/021
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,AYAMABIRI COMPOUND,21,06/02/01/002
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,OGBEINBIRI QTRS,21,06/02/01/003
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,FUOBIRI COMPOUND,21,06/02/01/013
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,TITIBERI COMPOUND,21,06/02/01/018
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,BOUDUBUKU QTRS,21,06/02/01/019
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,EGBOINWARI/AYAMABIRI COMPOUND,21,06/02/01/014
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,EGBEWARI QTRS.,21,06/02/01/016
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,SUKULUKIRI COMPOUND,21,06/02/01/017
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,OGBOYOUR QTRS,21,06/02/01/020
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,LARAMA ZION TOWN SQUARE,21,06/02/01/010
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,HARAMA CENTRE ZION,21,06/02/01/008
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,TAMOBIRI QTRS,21,06/02/01/011
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,OBRIENWARE QTRS.,21,06/02/01/004
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,BANEARE COMPOUND,21,06/02/01/015
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,HEALTH CENTRE QTRS.,21,06/02/01/009
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,GBAINWARI TOWN HALL,21,06/02/01/012
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,BENITENGHA QTRS.,21,06/02/01/001
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,AKEBIRI COMPOUND,21,06/02/01/007
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,AKPASS WARE QTRS.,21,06/02/01/005
BAYELSA,164279,176846,EKEREMOR,TARAKIRI,EDISIBOU COMPOUND,21,06/02/01/006
BAYELSA,164279,176846,BRASS,BRASS 1,IGBODO 1 OPEN SPACE,23,06/01/01/007
BAYELSA,164279,176846,BRASS,BRASS 1,GEORGE POLO OPEN SPACE,23,06/01/01/016
BAYELSA,164279,176846,BRASS,BRASS 1,EGLA COMPOUND OPEN SPACE,23,06/01/01/019
BAYELSA,164279,176846,BRASS,BRASS WARD II,KALAOROBOU OPEN SPACE,18,06/01/02/010
BAYELSA,164279,176846,BRASS,BRASS WARD II,"ST. BARNABAS PRI. SCHOOL 1, TWON",18,06/01/02/018
BAYELSA,164279,176846,BRASS,BRASS WARD II,CONSULATE (OPEN SPACE),18,06/01/02/002
BAYELSA,164279,176846,BRASS,BRASS 1,JANE COMPOUND OPEN SPACE,23,06/01/01/020
BAYELSA,164279,176846,BRASS,BRASS 1,INGO POLO OPEN SPACE,23,06/01/01/013
BAYELSA,164279,176846,BRASS,BRASS 1,INABUNA OPEN SPACE,23,06/01/01/012
BAYELSA,164279,176846,BRASS,BRASS WARD II,MICAH - KIRI OPEN SPACE,18,06/01/02/016
BAYELSA,164279,176846,BRASS,BRASS WARD II,GENERAL HOSPITAL OPEN SPACE,18,06/01/02/004
BAYELSA,164279,176846,BRASS,BRASS WARD II,ASNOGBAKIRI OPEN SPACE,18,06/01/02/014
BAYELSA,164279,176846,BRASS,BRASS WARD II,ONABAGO,18,06/01/02/015
BAYELSA,164279,176846,BRASS,BRASS 1,ENINAH OPEN SPACE,23,06/01/01/022
BAYELSA,164279,176846,BRASS,BRASS 1,ALAFIE OPEN SPACE,23,06/01/01/009
BAYELSA,164279,176846,BRASS,BRASS 1,AGIP SITE OPEN SPACE,23,06/01/01/008
BAYELSA,164279,176846,BRASS,BRASS 1,MARKET SQUARE OPEN SPACE,23,06/01/01/006
BAYELSA,164279,176846,BRASS,BRASS WARD II,G.S.S TWON SCHOOL BUILDING,18,06/01/02/009
BAYELSA,164279,176846,BRASS,BRASS WARD II,TWON COMMUNITY KEMMER OPEN SPACE,18,06/01/02/001
BAYELSA,164279,176846,BRASS,BRASS WARD II,CUSTOMARY COURT COURT HALL,18,06/01/02/012
BAYELSA,164279,176846,BRASS,BRASS WARD II,MANSONKIRI OPEN SPACE,18,06/01/02/013
BAYELSA,164279,176846,BRASS,BRASS 1,SHIDI COMPOUND OPEN SPACE,23,06/01/01/005
BAYELSA,164279,176846,BRASS,BRASS 1,ADA OPEN SPACE,23,06/01/01/003
BAYELSA,164279,176846,BRASS,BRASS 1,ANDREW POLO OPEN SPACE,23,06/01/01/011
BAYELSA,164279,176846,BRASS,BRASS 1,TOWN COMMUNITY SCHOOL BUILDING,23,06/01/01/001
BAYELSA,164279,176846,BRASS,BRASS WARD II,FIRE STATION OPEN SPACE,18,06/01/02/003
BAYELSA,164279,176846,BRASS,BRASS WARD II,NATIONAL TEACHERS INSTITUTE (NTI) TWON BRASS,18,06/01/02/017
BAYELSA,164279,176846,BRASS,BRASS WARD II,TWON KUBU COMMUNITY HALL,18,06/01/02/007
BAYELSA,164279,176846,BRASS,BRASS 1,GBUNDU OPEN SPACE,23,06/01/01/002
BAYELSA,164279,176846,BRASS,BRASS 1,SAMPSON COMPOUND OPEN SPACE,23,06/01/01/021
BAYELSA,164279,176846,BRASS,BRASS 1,EREFAMOKUMA OPEN SPACE,23,06/01/01/018
BAYELSA,164279,176846,BRASS,BRASS WARD II,SINTEH POLO OPEN SPACE,18,06/01/02/011
BAYELSA,164279,176846,BRASS,BRASS WARD II,DOGIYE POLO OPEN SPACE,18,06/01/02/005
BAYELSA,164279,176846,BRASS,BRASS WARD II,LOCATION KIRI COMMUNITY HALL,18,06/01/02/008
BAYELSA,164279,176846,BRASS,BRASS 1,TWON TOWN HALL,23,06/01/01/023
BAYELSA,164279,176846,BRASS,BRASS 1,AGIP SITE (INDUSTRIAL) OPEN SPACE,23,06/01/01/004
BAYELSA,164279,176846,BRASS,BRASS 1,CAMEROUN OPEN SPACE,23,06/01/01/014
BAYELSA,164279,176846,BRASS,BRASS WARD II,SUNNY POLO OPEN SPACE,18,06/01/02/006
BAYELSA,164279,176846,BRASS,BRASS 1,APOSTOLIC COMMUNITY HALL,23,06/01/01/017
BAYELSA,164279,176846,BRASS,BRASS 1,BOUTIBI OPEN SPACE,23,06/01/01/010
BAYELSA,164279,176846,BRASS,BRASS 1,SAMBO I OPEN SPACE,23,06/01/01/015
BENUE,164279,176846,GBOKO,YANDEV NORTH,LGEA PRIMARY  SCHOOL ORPIN,15,07/05/16/015
BENUE,164279,176846,GBOKO,YANDEV NORTH,NEAR NKST CHURCH SHIDI,15,07/05/16/012
BENUE,164279,176846,GBOKO,YANDEV NORTH,MARKET SQUARE TSE-UGIM,15,07/05/16/014
BENUE,164279,176846,GBOKO,YANDEV NORTH,MARKET SQUARE ANKUU,15,07/05/16/010
BENUE,164279,176846,GBOKO,YANDEV NORTH,CHRISTIAN REFORMED INST. - ANA AMBER,15,07/05/16/004
BENUE,164279,176846,GBOKO,YANDEV NORTH,TOMATAAN MARKET SQUARE,15,07/05/16/013
BENUE,164279,176846,GBOKO,YANDEV NORTH,NEAR APEINUMBU COMPOUND,15,07/05/16/001
BENUE,164279,176846,GBOKO,YANDEV NORTH,NEAR KUSUV COMPOUND I.,15,07/05/16/005
