state_name,total_submitted_results,out_of_how_many,number_of_lgas,number_of_wards,ward_name,polling_units,submitted_results,lga_url
NASARAWA,166548,176846,13,10,KEANA (LGA: 05) - NASARAWA,114,109,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d1
NASARAWA,166548,176846,13,10,DOMA (LGA: 03) - NASARAWA,214,214,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2cf
NASARAWA,166548,176846,13,14,NASARAWA EGGON (LGA: 10) - NASARAWA,255,253,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d6
NASARAWA,166548,176846,13,11,KOKONA (LGA: 07) - NASARAWA,194,181,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d3
NASARAWA,166548,176846,13,13,LAFIA (LGA: 08) - NASARAWA,497,497,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d4
NASARAWA,166548,176846,13,10,KEFFI (LGA: 06) - NASARAWA,215,205,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d2
NASARAWA,166548,176846,13,10,WAMBA (LGA: 13) - NASARAWA,122,122,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d9
NASARAWA,166548,176846,13,15,NASARAWA (LGA: 09) - NASARAWA,303,260,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d5
NASARAWA,166548,176846,13,10,OBI (LGA: 11) - NASARAWA,251,251,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d7
NASARAWA,166548,176846,13,12,TOTO (LGA: 12) - NASARAWA,204,194,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399f4d89fc3a883de2d8
LAGOS,166548,176846,20,11,AJEROMI/IFELODUN (LGA: 02) - LAGOS,734,701,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2ba
LAGOS,166548,176846,20,11,AGEGE (LGA: 01) - LAGOS,696,696,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b9
LAGOS,166548,176846,20,11,ALIMOSHO (LGA: 03) - LAGOS,1545,1543,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2bb
LAGOS,166548,176846,20,11,AMUWO-ODOFIN (LGA: 04) - LAGOS,637,622,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2bc
LAGOS,166548,176846,20,10,APAPA (LGA: 05) - LAGOS,374,374,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2bd
LAGOS,166548,176846,20,19,EPE (LGA: 07) - LAGOS,374,365,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2bf
LAGOS,166548,176846,20,19,IKORODU (LGA: 12) - LAGOS,682,681,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c4
LAGOS,166548,176846,20,11,IFAKO-IJAYE (LGA: 10) - LAGOS,761,761,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c2
LAGOS,166548,176846,20,11,BADAGRY (LGA: 06) - LAGOS,412,412,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2be
LAGOS,166548,176846,20,11,IBEJU/LEKKI (LGA: 09) - LAGOS,227,227,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c1
LAGOS,166548,176846,20,10,ETI-OSA (LGA: 08) - LAGOS,725,680,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c0
LAGOS,166548,176846,20,11,LAGOS MAINLAND (LGA: 15) - LAGOS,493,481,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c7
LAGOS,166548,176846,20,10,IKEJA (LGA: 11) - LAGOS,667,664,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c3
LAGOS,166548,176846,20,11,OJO (LGA: 17) - LAGOS,582,574,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c9
LAGOS,166548,176846,20,19,LAGOS ISLAND (LGA: 14) - LAGOS,389,389,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c6
LAGOS,166548,176846,20,10,KOSOFE (LGA: 13) - LAGOS,899,892,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c5
LAGOS,166548,176846,20,14,MUSHIN (LGA: 16) - LAGOS,865,864,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2c8
LAGOS,166548,176846,20,12,SOMOLU (LGA: 19) - LAGOS,616,616,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2cb
LAGOS,166548,176846,20,12,SURULERE (LGA: 20) - LAGOS,757,742,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2cc
LAGOS,166548,176846,20,11,OSHODI/ISOLO (LGA: 18) - LAGOS,890,869,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399e4d89fc3a883de2ca
KWARA,166548,176846,16,11,BARUTEN (LGA: 02) - KWARA,230,203,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2aa
KWARA,166548,176846,16,12,ILORIN-WEST (LGA: 08) - KWARA,464,380,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b0
KWARA,166548,176846,16,17,ASA (LGA: 01) - KWARA,145,77,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a9
KWARA,166548,176846,16,18,IFELODUN (LGA: 05) - KWARA,236,161,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2ad
KWARA,166548,176846,16,10,EKITI (LGA: 04) - KWARA,76,76,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2ac
KWARA,166548,176846,16,10,EDU (LGA: 03) - KWARA,175,165,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2ab
KWARA,166548,176846,16,11,ILORIN-SOUTH (LGA: 07) - KWARA,275,274,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2af
KWARA,166548,176846,16,12,ILORIN EAST (LGA: 06) - KWARA,320,320,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2ae
KWARA,166548,176846,16,12,OFFA (LGA: 13) - KWARA,173,128,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b5
KWARA,166548,176846,16,17,MORO (LGA: 12) - KWARA,142,67,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b4
KWARA,166548,176846,16,11,IREPODUN (LGA: 09) - KWARA,158,156,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b1
KWARA,166548,176846,16,11,ISIN (LGA: 10) - KWARA,80,78,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b2
KWARA,166548,176846,16,10,OKE - ERO (LGA: 14) - KWARA,76,76,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b6
KWARA,166548,176846,16,10,KAIAMA (LGA: 11) - KWARA,124,124,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b3
KWARA,166548,176846,16,11,OYUN (LGA: 15) - KWARA,108,108,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b7
KWARA,166548,176846,16,10,PATIGI (LGA: 16) - KWARA,105,68,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399d4d89fc3a883de2b8
KOGI,166548,176846,21,10,BASSA (LGA: 04) - KOGI,130,96,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de297
KOGI,166548,176846,21,11,ADAVI (LGA: 01) - KOGI,217,215,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de294
KOGI,166548,176846,21,14,AJAOKUTA (LGA: 02) - KOGI,146,144,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de295
KOGI,166548,176846,21,13,ANKPA (LGA: 03) - KOGI,292,292,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de296
KOGI,166548,176846,21,12,DEKINA (LGA: 05) - KOGI,352,333,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de298
KOGI,166548,176846,21,10,IDAH (LGA: 07) - KOGI,120,117,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de29a
KOGI,166548,176846,21,10,IBAJI (LGA: 06) - KOGI,174,174,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de299
KOGI,166548,176846,21,10,LOKOJA (LGA: 12) - KOGI,273,273,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de29f
KOGI,166548,176846,21,10,IGALAMELA/ODOLU (LGA: 08) - KOGI,140,140,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de29b
KOGI,166548,176846,21,15,IJUMU (LGA: 09) - KOGI,121,121,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de29c
KOGI,166548,176846,21,15,KABBA/BUNU (LGA: 10) - KOGI,156,145,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de29d
KOGI,166548,176846,21,11,KOGI . K. K. (LGA: 11) - KOGI,105,105,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de29e
KOGI,166548,176846,21,11,OKENE (LGA: 17) - KOGI,284,280,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a4
KOGI,166548,176846,21,10,MOPA MORO (LGA: 13) - KOGI,53,46,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a0
KOGI,166548,176846,21,11,OKEHI (LGA: 16) - KOGI,188,181,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a3
KOGI,166548,176846,21,11,OFU (LGA: 14) - KOGI,184,184,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a1
KOGI,166548,176846,21,10,OGORI MANGOGO (LGA: 15) - KOGI,67,63,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a2
KOGI,166548,176846,21,11,OMALA (LGA: 19) - KOGI,148,131,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a6
KOGI,166548,176846,21,10,YAGBA EAST (LGA: 20) - KOGI,82,82,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a7
KOGI,166548,176846,21,10,OLAMABORO (LGA: 18) - KOGI,174,167,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a5
KOGI,166548,176846,21,14,YAGBA WEST (LGA: 21) - KOGI,102,102,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399c4d89fc3a883de2a8
KEBBI,166548,176846,21,11,ARGUNGU (LGA: 03) - KEBBI,246,242,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de281
KEBBI,166548,176846,21,11,BAGUDO (LGA: 05) - KEBBI,226,198,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de283
KEBBI,166548,176846,21,11,AREWA (LGA: 02) - KEBBI,214,206,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de280
KEBBI,166548,176846,21,10,AUGIE (LGA: 04) - KEBBI,141,130,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de282
KEBBI,166548,176846,21,11,DANDI (LGA: 08) - KEBBI,190,154,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de286
KEBBI,166548,176846,21,15,BIRNIN KEBBI (LGA: 06) - KEBBI,385,377,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de284
KEBBI,166548,176846,21,10,BUNZA (LGA: 07) - KEBBI,141,140,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de285
KEBBI,166548,176846,21,10,GWANDU (LGA: 10) - KEBBI,156,136,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de288
KEBBI,166548,176846,21,10,KALGO (LGA: 12) - KEBBI,104,71,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de28a
KEBBI,166548,176846,21,10,FAKAI (LGA: 09) - KEBBI,109,104,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de287
KEBBI,166548,176846,21,11,JEGA (LGA: 11) - KEBBI,232,203,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de289
KEBBI,166548,176846,21,12,KOKO/BESSE (LGA: 13) - KEBBI,191,181,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de28b
KEBBI,166548,176846,21,11,MAIYAMA (LGA: 14) - KEBBI,172,159,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de28c
KEBBI,166548,176846,21,10,SHANGA (LGA: 17) - KEBBI,144,114,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de28f
KEBBI,166548,176846,21,10,SAKABA (LGA: 16) - KEBBI,98,98,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de28e
KEBBI,166548,176846,21,10,NGASKI (LGA: 15) - KEBBI,128,124,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de28d
KEBBI,166548,176846,21,10,ZURU (LGA: 21) - KEBBI,200,196,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de293
KEBBI,166548,176846,21,11,WASAGU/DANKO (LGA: 19) - KEBBI,229,193,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de291
KEBBI,166548,176846,21,11,SURU (LGA: 18) - KEBBI,207,179,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399a4d89fc3a883de290
KEBBI,166548,176846,21,10,YAURI (LGA: 20) - KEBBI,138,138,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f399b4d89fc3a883de292
KEBBI,166548,176846,21,10,ALIERO (LGA: 01) - KEBBI,92,92,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de27f
KATSINA,166548,176846,34,10,BATAGARAWA (LGA: 02) - KATSINA,186,177,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39974d89fc3a883de25e
KATSINA,166548,176846,34,11,BATSARI (LGA: 03) - KATSINA,219,219,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39974d89fc3a883de25f
KATSINA,166548,176846,34,11,BAKORI (LGA: 01) - KATSINA,242,242,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39974d89fc3a883de25d
KATSINA,166548,176846,34,12,BAURE (LGA: 04) - KATSINA,212,212,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39974d89fc3a883de260
KATSINA,166548,176846,34,11,BINDAWA (LGA: 05) - KATSINA,169,169,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39974d89fc3a883de261
KATSINA,166548,176846,34,11,DAN MUSA (LGA: 09) - KATSINA,165,165,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de265
KATSINA,166548,176846,34,11,DANDUME (LGA: 07) - KATSINA,177,176,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de263
KATSINA,166548,176846,34,11,FUNTUA (LGA: 14) - KATSINA,298,298,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de26a
KATSINA,166548,176846,34,10,DANJA (LGA: 08) - KATSINA,192,192,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de264
KATSINA,166548,176846,34,10,CHARANCHI (LGA: 06) - KATSINA,141,141,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de262
KATSINA,166548,176846,34,11,DAURA (LGA: 10) - KATSINA,185,185,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de266
KATSINA,166548,176846,34,10,DUTSI (LGA: 11) - KATSINA,118,118,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de267
KATSINA,166548,176846,34,11,DUTSIN-MA (LGA: 12) - KATSINA,209,208,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de268
KATSINA,166548,176846,34,10,FASKARI (LGA: 13) - KATSINA,231,226,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de269
KATSINA,166548,176846,34,11,INGAWA (LGA: 15) - KATSINA,170,170,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de26b
KATSINA,166548,176846,34,11,JIBIA (LGA: 16) - KATSINA,203,193,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de26c
KATSINA,166548,176846,34,11,KANKARA (LGA: 19) - KATSINA,256,249,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de26f
KATSINA,166548,176846,34,10,KAITA (LGA: 18) - KATSINA,149,149,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de26e
KATSINA,166548,176846,34,10,MAI'ADUA (LGA: 24) - KATSINA,186,186,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de274
KATSINA,166548,176846,34,10,KANKIA (LGA: 20) - KATSINA,157,157,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de270
KATSINA,166548,176846,34,12,KATSINA (LGA: 21) - KATSINA,501,499,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de271
KATSINA,166548,176846,34,10,KAFUR (LGA: 17) - KATSINA,270,227,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39984d89fc3a883de26d
KATSINA,166548,176846,34,10,KUSADA (LGA: 23) - KATSINA,114,114,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de273
KATSINA,166548,176846,34,11,MUSAWA (LGA: 29) - KATSINA,161,160,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de279
KATSINA,166548,176846,34,12,MALUFASHI (LGA: 25) - KATSINA,325,325,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de275
KATSINA,166548,176846,34,11,MANI (LGA: 26) - KATSINA,207,207,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de276
KATSINA,166548,176846,34,10,KURFI (LGA: 22) - KATSINA,140,140,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de272
KATSINA,166548,176846,34,10,MATAZU (LGA: 28) - KATSINA,132,132,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de278
KATSINA,166548,176846,34,10,ZANGO (LGA: 34) - KATSINA,135,135,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de27e
KATSINA,166548,176846,34,11,MASHI (LGA: 27) - KATSINA,186,185,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de277
KATSINA,166548,176846,34,10,RIMI (LGA: 30) - KATSINA,178,178,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de27a
KATSINA,166548,176846,34,10,SABUWA (LGA: 31) - KATSINA,125,125,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de27b
KATSINA,166548,176846,34,11,SANDAMU (LGA: 33) - KATSINA,145,145,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de27d
KATSINA,166548,176846,34,10,SAFANA (LGA: 32) - KATSINA,168,167,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39994d89fc3a883de27c
KADUNA,166548,176846,23,12,CHIKUN (LGA: 02) - KADUNA,543,541,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de21b
KADUNA,166548,176846,23,11,BIRNIN GWARI (LGA: 01) - KADUNA,263,239,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de21a
KADUNA,166548,176846,23,10,IKARA (LGA: 05) - KADUNA,251,250,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de21e
KADUNA,166548,176846,23,12,IGABI (LGA: 04) - KADUNA,600,472,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de21d
KADUNA,166548,176846,23,13,KADUNA SOUTH (LGA: 10) - KADUNA,796,796,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de223
KADUNA,166548,176846,23,10,JABA (LGA: 06) - KADUNA,132,132,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de21f
KADUNA,166548,176846,23,12,KACHIA (LGA: 08) - KADUNA,317,240,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de221
KADUNA,166548,176846,23,12,KADUNA NORTH (LGA: 09) - KADUNA,704,537,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de222
KADUNA,166548,176846,23,11,KAURU (LGA: 14) - KADUNA,243,243,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de227
KADUNA,166548,176846,23,10,KAURA (LGA: 13) - KADUNA,186,185,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de226
KADUNA,166548,176846,23,11,KUBAU (LGA: 15) - KADUNA,310,308,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de228
KADUNA,166548,176846,23,10,KAGARKO (LGA: 11) - KADUNA,222,221,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de224
KADUNA,166548,176846,23,11,SABON GARI (LGA: 19) - KADUNA,398,396,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de22c
KADUNA,166548,176846,23,11,GIWA (LGA: 03) - KADUNA,262,257,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de21c
KADUNA,166548,176846,23,11,SANGA (LGA: 20) - KADUNA,195,194,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de22d
KADUNA,166548,176846,23,10,MAKARFI (LGA: 18) - KADUNA,208,192,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de22b
KADUNA,166548,176846,23,12,JEMA'A (LGA: 07) - KADUNA,325,313,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de220
KADUNA,166548,176846,23,10,KUDAN (LGA: 16) - KADUNA,193,193,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de229
KADUNA,166548,176846,23,13,ZARIA (LGA: 23) - KADUNA,584,577,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de230
KADUNA,166548,176846,23,10,KAJURU (LGA: 12) - KADUNA,188,188,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39914d89fc3a883de225
KADUNA,166548,176846,23,11,SOBA (LGA: 21) - KADUNA,298,297,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/ward/lga/5f0f39924d89fc3a883de22e
